Ac 2c 3c    user
9s 4c Qs    adriaens
9s 4c Ks    aculeus
9s 4c Ah    ached
9s 4c 2h    zusman
9s 4c 3h    zooter
9s 4c 4h    zircaloy
9s 4c 5h    zinnias
9s 4c 6h    wolver
9s 4c 7h    windel
9s 4c 8h    wichern
9s 4c 9h    wezen
9s 4c 10h   weisbart
9s 4c Jh    wausa
9s 4c Qh    washaway
9s 4c Kh    vicine
9s 5c Ac    vershire
9s 5c 2c    valyl
9s 5c 3c    urocanic
9s 5c 4c    unversed
9s 5c 6c    unstrip
9s 5c 7c    unmesh
9s 5c 8c    ugli
9s 5c 9c    tungo
9s 5c 10c   tsadi
9s 5c Jc    trustman
9s 5c Qc    trowels
9s 5c Kc    trivoli
9s 5c Ad    toty
9s 5c 2d    tmesis
9s 5c 3d    thunor
9s 5c 4d    thermaic
9s 5c 5d    theek
9s 5c 6d    tchekhov
9s 5c 7d    tailsman
9s 5c 8d    suntrap
9s 5c 9d    subcutis
9s 5c 10d   stigmes
9s 5c Jd    stepdown
9s 5c Qd    stemona
9s 5c Kd    stemmata
9s 5c As    sporer
9s 5c 2s    spoofer
9s 5c 3s    spair
9s 5c 4s    sooky
9s 5c 5s    somewhen
9s 5c 6s    sollows
9s 5c 7s    soleure
9s 5c 8s    snores
9s 5c 10s   slather
9s 5c Js    skyport
9s 5c Qs    skrymir
9s 5c Ks    skolly
9s 5c Ah    skeeball
9s 5c 2h    signets
9s 5c 3h    shoplet
9s 5c 4h    sherifa
9s 5c 5h    sheiling
9s 5c 6h    sashed
9s 5c 7h    saiph
9s 5c 8h    ruths
9s 5c 9h    rullion
9s 5c 10h   rosedrop
9s 5c Jh    replacer
9s 5c Qh    repealer
9s 5c Kh    reginal
9s 6c Ac    reengage
9s 6c 2c    rappels
9s 6c 3c    quibbled
9s 6c 4c    queena
9s 6c 5c    putation
9s 6c 7c    prutah
9s 6c 8c    proxenus
9s 6c 9c    protext
9s 6c 10c   postea
9s 6c Jc    portapak
9s 6c Qc    politest
9s 6c Kc    podagra
9s 6c Ad    pisser
9s 6c 2d    piscidia
9s 6c 3d    pirene
9s 6c 4d    pikel
9s 6c 5d    pietrek
9s 6c 6d    piest
9s 6c 7d    picote
9s 6c 8d    penki
9s 6c 9d    peccavi
9s 6c 10d   pasithea
9s 6c Jd    oxane
9s 6c Qd    opopanax
9s 6c Kd    onlay
9s 6c As    omrah
9s 6c 2s    okapia
9s 6c 3s    offed
9s 6c 4s    nitryl
9s 6c 5s    nieberg
9s 6c 6s    nicippe
9s 6c 7s    niched
9s 6c 8s    nehawka
9s 6c 10s   nefertem
9s 6c Js    neats
9s 6c Qs    muscatel
9s 6c Ks    muntins
9s 6c Ah    mozza
9s 6c 2h    moppy
9s 6c 3h    moonrat
9s 6c 4h    moonfall
9s 6c 5h    mity
9s 6c 6h    minters
9s 6c 7h    mildews
9s 6c 8h    mignons
9s 6c 9h    meteyard
9s 6c 10h   menthone
9s 6c Jh    mdds
9s 6c Qh    maunders
9s 6c Kh    matman
9s 7c Ac    maryn
9s 7c 2c    markkaa
9s 7c 3c    mallees
9s 7c 4c    lupanar
9s 7c 5c    longtin
9s 7c 6c    lomboy
9s 7c 8c    linhay
9s 7c 9c    leschen
9s 7c 10c   legers
9s 7c Jc    leathern
9s 7c Qc    lcie
9s 7c Kc    layups
9s 7c Ad    larding
9s 7c 2d    kopeks
9s 7c 3d    kalamian
9s 7c 4d    jingoist
9s 7c 5d    jerib
9s 7c 6d    jeames
9s 7c 7d    isogonic
9s 7c 8d    indiges
9s 7c 9d    imprest
9s 7c 10d   imbe
9s 7c Jd    idelle
9s 7c Qd    iarbas
9s 7c Kd    hunh
9s 7c As    humbird
9s 7c 2s    hottonia
9s 7c 3s    horreum
9s 7c 4s    homosex
9s 7c 5s    hogeland
9s 7c 6s    hiems
9s 7c 7s    helistop
9s 7c 8s    heimin
9s 7c 10s   harmal
9s 7c Js    hankamer
9s 7c Qs    halaka
9s 7c Ks    guhr
9s 7c Ah    guazuma
9s 7c 2h    grush
9s 7c 3h    grilse
9s 7c 4h    gospoda
9s 7c 5h    googlies
9s 7c 6h    glenden
9s 7c 7h    giggled
9s 7c 8h    georgann
9s 7c 9h    gasbag
9s 7c 10h   gamings
9s 7c Jh    funge
9s 7c Qh    fulgora
9s 7c Kh    fudgy
9s 8c Ac    fudges
9s 8c 2c    froster
9s 8c 3c    frizer
9s 8c 4c    friseur
9s 8c 5c    frangi
9s 8c 6c    foucquet
9s 8c 7c    foretop
9s 8c 9c    footways
9s 8c 10c   fnma
9s 8c Jc    exegeses
9s 8c Qc    efficace
9s 8c Kc    earline
9s 8c Ad    durwin
9s 8c 2d    dormered
9s 8c 3d    dobsons
9s 8c 4d    direst
9s 8c 5d    dilutive
9s 8c 6d    derrik
9s 8c 7d    deonne
9s 8c 8d    demijohn
9s 8c 9d    defang
9s 8c 10d   decene
9s 8c Jd    dapples
9s 8c Qd    creath
9s 8c Kd    cottered
9s 8c As    coteries
9s 8c 2s    correl
9s 8c 3s    compeer
9s 8c 4s    cobwebby
9s 8c 5s    clutchy
9s 8c 6s    clapotis
9s 8c 7s    clammer
9s 8c 8s    circut
9s 8c 10s   circosta
9s 8c Js    chronal
9s 8c Qs    chromos
9s 8c Ks    choler
9s 8c Ah    choapas
9s 8c 2h    checky
9s 8c 3h    charin
9s 8c 4h    chanca
9s 8c 5h    chader
9s 8c 6h    castable
9s 8c 7h    cardita
9s 8c 8h    calica
9s 8c 9h    cabman
9s 8c 10h   bushed
9s 8c Jh    bugre
9s 8c Qh    bonduc
9s 8c Kh    bokoshe
9s 9c Ac    blus
9s 9c 2c    bloviate
9s 9c 3c    binormal
9s 9c 4c    bigging
9s 9c 5c    begums
9s 9c 6c    barmkin
9s 9c 7c    banerjea
9s 9c 8c    bancha
9s 9c 10c   balough
9s 9c Jc    awned
9s 9c Qc    autovon
9s 9c Kc    autogamy
9s 9c Ad    aubaine
9s 9c 2d    atrous
9s 9c 3d    atip
9s 9c 4d    aspidium
9s 9c 5d    arousals
9s 9c 6d    argovie
9s 9c 7d    arcuated
9s 9c 8d    aponia
9s 9c 9d    amorini
9s 9c 10d   alumine
9s 9c Jd    allvar
9s 9c Qd    alamode
9s 9c Kd    airdock
9s 9c As    aenean
9s 9c 2s    adoula
9s 9c 3s    acetes
9s 9c 4s    zombis
9s 9c 5s    zigs
9s 9c 6s    zenithal
9s 9c 7s    yucateco
9s 9c 8s    yolane
9s 9c 10s   yark
9s 9c Js    wonted
9s 9c Qs    wigmaker
9s 9c Ks    whup
9s 9c Ah    whoredom
9s 9c 2h    whimpers
9s 9c 3h    weam
9s 9c 4h    wafts
9s 9c 5h    waffly
9s 9c 6h    wadell
9s 9c 7h    volet
9s 9c 8h    verlie
9s 9c 9h    ventric
9s 9c 10h   vehicula
9s 9c Jh    vairy
9s 9c Qh    uvalda
9s 9c Kh    uttu
9s 10c Ac   urson
9s 10c 2c   undark
9s 10c 3c   ultralow
9s 10c 4c   uleki
9s 10c 5c   tuques
9s 10c 6c   tumorous
9s 10c 7c   tribrach
9s 10c 8c   totting
9s 10c 9c   tosher
9s 10c Jc   torquing
9s 10c Qc   tocher
9s 10c Kc   tinya
9s 10c Ad   thoria
9s 10c 2d   tertry
9s 10c 3d   terfezia
9s 10c 4d   tepecano
9s 10c 5d   tahsils
9s 10c 6d   symphyla
9s 10c 7d   sycee
9s 10c 8d   sweetens
9s 10c 9d   sussi
9s 10c 10d  subtaxon
9s 10c Jd   subrings
9s 10c Qd   sternest
9s 10c Kd   stepup
9s 10c As   staniel
9s 10c 2s   stagey
9s 10c 3s   sororal
9s 10c 4s   solandra
9s 10c 5s   sniffle
9s 10c 6s   smook
9s 10c 7s   slobber
9s 10c 8s   slezsko
9s 10c 10s  skivvy
9s 10c Js   sinhasan
9s 10c Qs   siluria
9s 10c Ks   silkman
9s 10c Ah   sidehill
9s 10c 2h   sickie
9s 10c 3h   shirty
9s 10c 4h   shimmery
9s 10c 5h   sheley
9s 10c 6h   setose
9s 10c 7h   schlump
9s 10c 8h   scfm
9s 10c 9h   scalaria
9s 10c 10h  sattley
9s 10c Jh   sairy
9s 10c Qh   ruller
9s 10c Kh   roxobel
9s Jc Ac    roit
9s Jc 2c    ribal
9s Jc 3c    rhebok
9s Jc 4c    rexes
9s Jc 5c    remands
9s Jc 6c    rehnberg
9s Jc 7c    refight
9s Jc 8c    raoulia
9s Jc 9c    pyas
9s Jc 10c   puntan
9s Jc Qc    podzolic
9s Jc Kc    pipeclay
9s Jc Ad    pinxit
9s Jc 2d    pimas
9s Jc 3d    petalite
9s Jc 4d    permutes
9s Jc 5d    perit
9s Jc 6d    pedicles
9s Jc 7d    pedalled
9s Jc 8d    pectins
9s Jc 9d    pearled
9s Jc 10d   pcte
9s Jc Jd    patetico
9s Jc Qd    parrock
9s Jc Kd    pangas
9s Jc As    paguma
9s Jc 2s    oxcarts
9s Jc 3s    overpay
9s Jc 4s    overfill
9s Jc 5s    outsight
9s Jc 6s    odontoid
9s Jc 7s    occludes
9s Jc 8s    obligors
9s Jc 10s   nubbins
9s Jc Js    noggs
9s Jc Qs    nilwood
9s Jc Ks    neoma
9s Jc Ah    nametags
9s Jc 2h    nabalus
9s Jc 3h    mycetoma
9s Jc 4h    mustelin
9s Jc 5h    mortised
9s Jc 6h    moringua
9s Jc 7h    mithan
9s Jc 8h    meralgia
9s Jc 9h    menomini
9s Jc 10h   melters
9s Jc Jh    mastix
9s Jc Qh    massas
9s Jc Kh    marvy
9s Qc Ac    manuring
9s Qc 2c    manjak
9s Qc 3c    manillas
9s Qc 4c    mammae
9s Qc 5c    maintop
9s Qc 6c    luminist
9s Qc 7c    lorita
9s Qc 8c    logjams
9s Qc 9c    libnah
9s Qc 10c   libitina
9s Qc Jc    lept
9s Qc Kc    lemmie
9s Qc Ad    leegte
9s Qc 2d    lebes
9s Qc 3d    lauraine
9s Qc 4d    lastre
9s Qc 5d    landsale
9s Qc 6d    ladled
9s Qc 7d    kudva
9s Qc 8d    kibitzer
9s Qc 9d    keokee
9s Qc 10d   kelcy
9s Qc Jd    kashruth
9s Qc Qd    kamias
9s Qc Kd    jupes
9s Qc As    jibboom
9s Qc 2s    jageer
9s Qc 3s    ither
9s Qc 4s    isinai
9s Qc 5s    imprests
9s Qc 6s    impot
9s Qc 7s    imaginer
9s Qc 8s    ikra
9s Qc 10s   idealogy
9s Qc Js    icequake
9s Qc Qs    hysteron
9s Qc Ks    hymenia
9s Qc Ah    hoddy
9s Qc 2h    hindorff
9s Qc 3h    haziness
9s Qc 4h    hatband
9s Qc 5h    hanaper
9s Qc 6h    haika
9s Qc 7h    gunl
9s Qc 8h    gruetli
9s Qc 9h    grallina
9s Qc 10h   gossiper
9s Qc Jh    gonaives
9s Qc Qh    gapers
9s Qc Kh    gameness
9s Kc Ac    galletas
9s Kc 2c    furriest
9s Kc 3c    friskin
9s Kc 4c    friborg
9s Kc 5c    framings
9s Kc 6c    fogbank
9s Kc 7c    floozy
9s Kc 8c    fleeter
9s Kc 9c    fissural
9s Kc 10c   filose
9s Kc Jc    fengtien
9s Kc Qc    febris
9s Kc Ad    exsecant
9s Kc 2d    exrx
9s Kc 3d    exquire
9s Kc 4d    exocarp
9s Kc 5d    euprepia
9s Kc 6d    euchenor
9s Kc 7d    ephah
9s Kc 8d    emmalyn
9s Kc 9d    embelia
9s Kc 10d   elmy
9s Kc Jd    ellinge
9s Kc Qd    electre
9s Kc Kd    egwin
9s Kc As    dyssodia
9s Kc 2s    dwyka
9s Kc 3s    dumarao
9s Kc 4s    ductor
9s Kc 5s    droned
9s Kc 6s    dodderer
9s Kc 7s    dirtying
9s Kc 8s    dewater
9s Kc 10s   devaloka
9s Kc Js    desmon
9s Kc Qs    declass
9s Kc Ks    dayglow
9s Kc Ah    dawen
9s Kc 2h    dashel
9s Kc 3h    damaskin
9s Kc 4h    cyclases
9s Kc 5h    cund
9s Kc 6h    culti
9s Kc 7h    croziers
9s Kc 8h    cressler
9s Kc 9h    costmary
9s Kc 10h   corkish
9s Kc Jh    compert
9s Kc Qh    collete
9s Kc Kh    cokeburg
9s Ad Ac    cognacs
9s Ad 2c    cocain
9s Ad 3c    cobbtown
9s Ad 4c    clouts
9s Ad 5c    clarions
9s Ad 6c    cineast
9s Ad 7c    chevret
9s Ad 8c    caquetio
9s Ad 9c    capric
9s Ad 10c   bucoda
9s Ad Jc    breams
9s Ad Qc    brangus
9s Ad Kc    branders
9s Ad 2d    bourree
9s Ad 3d    boozers
9s Ad 4d    boaedon
9s Ad 5d    bluewing
9s Ad 6d    blowoff
9s Ad 7d    bloomy
9s Ad 8d    birdlime
9s Ad 9d    bipack
9s Ad 10d   benzal
9s Ad Jd    belock
9s Ad Qd    bedrocks
9s Ad Kd    batonga
9s Ad As    atticism
9s Ad 2s    argala
9s Ad 3s    araxa
9s Ad 4s    arabitol
9s Ad 5s    apostacy
9s Ad 6s    aphakia
9s Ad 7s    amotion
9s Ad 8s    amabelle
9s Ad 10s   aliquots
9s Ad Js    aleppine
9s Ad Qs    alalunga
9s Ad Ks    afront
9s Ad Ah    affies
9s Ad 2h    aello
9s Ad 3h    acylase
9s Ad 4h    acred
9s Ad 5h    zobo
9s Ad 6h    yielden
9s Ad 7h    yesso
9s Ad 8h    yeld
9s Ad 9h    wride
9s Ad 10h   worral
9s Ad Jh    wonner
9s Ad Qh    winola
9s Ad Kh    winnabow
9s 2d Ac    welters
9s 2d 2c    waukau
9s 2d 3c    waggy
9s 2d 4c    visie
9s 2d 5c    vinified
9s 2d 6c    vidimus
9s 2d 7c    videtur
9s 2d 8c    vibrissa
9s 2d 9c    verby
9s 2d 10c   uniatism
9s 2d Jc    uncloudy
9s 2d Qc    twinkler
9s 2d Kc    trousse
9s 2d Ad    trishaw
9s 2d 3d    trifled
9s 2d 4d    transmen
9s 2d 5d    torosian
9s 2d 6d    tongas
9s 2d 7d    toey
9s 2d 8d    thorite
9s 2d 9d    thatn
9s 2d 10d   tatties
9s 2d Jd    taring
9s 2d Qd    tagbanua
9s 2d Kd    tabaret
9s 2d As    sunwise
9s 2d 2s    sunlike
9s 2d 3s    suicided
9s 2d 4s    subtheme
9s 2d 5s    styptic
9s 2d 6s    statal
9s 2d 7s    stannic
9s 2d 8s    sputniks
9s 2d 10s   speos
9s 2d Js    solonian
9s 2d Qs    snuffs
9s 2d Ks    slyness
9s 2d Ah    skoptsy
9s 2d 2h    silma
9s 2d 3h    shurlock
9s 2d 4h    shevel
9s 2d 5h    sheppton
9s 2d 6h    serpulid
9s 2d 7h    sericite
9s 2d 8h    senega
9s 2d 9h    sedarim
9s 2d 10h   sechium
9s 2d Jh    seboeis
9s 2d Qh    seahurst
9s 2d Kh    scyros
9s 3d Ac    scrapy
9s 3d 2c    saveloy
9s 3d 3c    satyrid
9s 3d 4c    ruthton
9s 3d 5c    ruscher
9s 3d 6c    rundles
9s 3d 7c    roorbach
9s 3d 8c    rolltop
9s 3d 9c    riskless
9s 3d 10c   reft
9s 3d Jc    refreeze
9s 3d Qc    ramist
9s 3d Kc    psec
9s 3d Ad    prytanis
9s 3d 2d    proceres
9s 3d 4d    potence
9s 3d 5d    portor
9s 3d 6d    portato
9s 3d 7d    poroma
9s 3d 8d    pommie
9s 3d 9d    pinfish
9s 3d 10d   phasmida
9s 3d Jd    pfennige
9s 3d Qd    perfin
9s 3d Kd    pecht
9s 3d As    patonce
9s 3d 2s    pastina
9s 3d 3s    passkey
9s 3d 4s    panetela
9s 3d 5s    palt
9s 3d 6s    palpate
9s 3d 7s    palaic
9s 3d 8s    owling
9s 3d 10s   overdoor
9s 3d Js    orrstown
9s 3d Qs    oreodont
9s 3d Ks    oohs
9s 3d Ah    omasum
9s 3d 2h    ogled
9s 3d 3h    ofttimes
9s 3d 4h    odyssean
9s 3d 5h    ocracy
9s 3d 6h    ocarinas
9s 3d 7h    noctuoid
9s 3d 8h    nidana
9s 3d 9h    neshkoro
9s 3d 10h   nccf
9s 3d Jh    nardoo
9s 3d Qh    naalehu
9s 3d Kh    mulched
9s 4d Ac    mren
9s 4d 2c    motis
9s 4d 3c    moonhead
9s 4d 4c    midn
9s 4d 5c    marginis
9s 4d 6c    mantal
9s 4d 7c    makutu
9s 4d 8c    lyris
9s 4d 9c    lungworm
9s 4d 10c   longleg
9s 4d Jc    lodgment
9s 4d Qc    lochi
9s 4d Kc    litd
9s 4d Ad    leffert
9s 4d 2d    leedey
9s 4d 3d    lazars
9s 4d 5d    lassoing
9s 4d 6d    lagoonal
9s 4d 7d    lacer
9s 4d 8d    labby
9s 4d 9d    kyloe
9s 4d 10d   korzec
9s 4d Jd    klieg
9s 4d Qd    kissie
9s 4d Kd    khass
9s 4d As    ketimine
9s 4d 2s    kafila
9s 4d 3s    jeronima
9s 4d 4s    iotacism
9s 4d 5s    involver
9s 4d 6s    intortus
9s 4d 7s    igorots
9s 4d 8s    icaco
9s 4d 10s   iberic
9s 4d Js    humbugs
9s 4d Qs    housers
9s 4d Ks    holdback
9s 4d Ah    henen
9s 4d 2h    healion
9s 4d 3h    hawkbit
9s 4d 4h    harrumph
9s 4d 5h    hapuku
9s 4d 6h    handoffs
9s 4d 7h    hamuli
9s 4d 8h    gulfside
9s 4d 9h    grantia
9s 4d 10h   gowned
9s 4d Jh    godsent
9s 4d Qh    gnetales
9s 4d Kh    gladii
9s 5d Ac    gemmed
9s 5d 2c    gashing
9s 5d 3c    fungoid
9s 5d 4c    fuchsin
9s 5d 5c    flunkies
9s 5d 6c    flosi
9s 5d 7c    flexures
9s 5d 8c    flavanol
9s 5d 9c    flacon
9s 5d 10c   fitly
9s 5d Jc    figurer
9s 5d Qc    fause
9s 5d Kc    fascines
9s 5d Ad    executer
9s 5d 2d    eudemian
9s 5d 3d    esmont
9s 5d 4d    erce
9s 5d 6d    eliga
9s 5d 7d    edgeways
9s 5d 8d    eburna
9s 5d 9d    dumyat
9s 5d 10d   drachms
9s 5d Jd    dishley
9s 5d Qd    diktats
9s 5d Kd    dights
9s 5d As    deviator
9s 5d 2s    derange
9s 5d 3s    deflower
9s 5d 4s    deckel
9s 5d 5s    dctn
9s 5d 6s    dastard
9s 5d 7s    danit
9s 5d 8s    danaidae
9s 5d 10s   cutleria
9s 5d Js    cronian
9s 5d Qs    cramoisy
9s 5d Ks    contam
9s 5d Ah    consus
9s 5d 2h    commix
9s 5d 3h    cognitum
9s 5d 4h    clamper
9s 5d 5h    citellus
9s 5d 6h    chrisma
9s 5d 7h    chiefest
9s 5d 8h    cheviots
9s 5d 9h    cellules
9s 5d 10h   cdar
9s 5d Jh    causerie
9s 5d Qh    caupo
9s 5d Kh    cassaba
9s 6d Ac    caseous
9s 6d 2c    carstone
9s 6d 3c    carpals
9s 6d 4c    cantinas
9s 6d 5c    camisas
9s 6d 6c    cadwal
9s 6d 7c    burled
9s 6d 8c    burins
9s 6d 9c    burble
9s 6d 10c   brownton
9s 6d Jc    bretta
9s 6d Qc    braches
9s 6d Kc    boxtop
9s 6d Ad    bouviers
9s 6d 2d    bouchee
9s 6d 3d    borts
9s 6d 4d    bonce
9s 6d 5d    bipods
9s 6d 7d    betimes
9s 6d 8d    bellwort
9s 6d 9d    beaned
9s 6d 10d   bdrm
9s 6d Jd    bdelloid
9s 6d Qd    basilect
9s 6d Kd    basanite
9s 6d As    backler
9s 6d 2s    awag
9s 6d 3s    avshar
9s 6d 4s    avale
9s 6d 5s    ausones
9s 6d 6s    audient
9s 6d 7s    astasia
9s 6d 8s    artiest
9s 6d 10s   arsb
9s 6d Js    arbitre
9s 6d Qs    anableps
9s 6d Ks    amebic
9s 6d Ah    alish
9s 6d 2h    airville
9s 6d 3h    ainhum
9s 6d 4h    aglet
9s 6d 5h    aboulia
9s 6d 6h    aboon
9s 6d 7h    abanga
9s 6d 8h    zemindar
9s 6d 9h    zambal
9s 6d 10h   ywha
9s 6d Jh    xanthene
9s 6d Qh    wyaconda
9s 6d Kh    winni
9s 7d Ac    wimauma
9s 7d 2c    wiglet
9s 7d 3c    wiggled
9s 7d 4c    watfiv
9s 7d 5c    waltzed
9s 7d 6c    voracity
9s 7d 7c    verjuice
9s 7d 8c    upshift
9s 7d 9c    unaflow
9s 7d 10c   uehling
9s 7d Jc    tything
9s 7d Qc    twinkled
9s 7d Kc    trudges
9s 7d Ad    topmasts
9s 7d 2d    titmarsh
9s 7d 3d    tikitiki
9s 7d 4d    tichnor
9s 7d 5d    tibias
9s 7d 6d    thestius
9s 7d 8d    thamudic
9s 7d 9d    thalloid
9s 7d 10d   terebras
9s 7d Jd    telinga
9s 7d Qd    tannish
9s 7d Kd    tamandu
9s 7d As    sunburns
9s 7d 2s    suffixal
9s 7d 3s    suboval
9s 7d 4s    stuss
9s 7d 5s    stephana
9s 7d 6s    sscp
9s 7d 7s    splays
9s 7d 8s    smudger
9s 7d 10s   sleezy
9s 7d Js    skean
9s 7d Qs    sipper
9s 7d Ks    simal
9s 7d Ah    shrivels
9s 7d 2h    shover
9s 7d 3h    shivery
9s 7d 4h    sebacic
9s 7d 5h    saults
9s 7d 6h    sarcelle
9s 7d 7h    sacae
9s 7d 8h    rurality
9s 7d 9h    rucervus
9s 7d 10h   rouleaux
9s 7d Jh    risper
9s 7d Qh    rigsdag
9s 7d Kh    rhombs
9s 8d Ac    rhexia
9s 8d 2c    rhamn
9s 8d 3c    reviling
9s 8d 4c    reget
9s 8d 5c    reeders
9s 8d 6c    redating
9s 8d 7c    ratfink
9s 8d 8c    quiches
9s 8d 9c    quantas
9s 8d 10c   puttan
9s 8d Jc    puparium
9s 8d Qc    pugil
9s 8d Kc    pristane
9s 8d Ad    prankish
9s 8d 2d    potassa
9s 8d 3d    porpita
9s 8d 4d    pirogues
9s 8d 5d    piratic
9s 8d 6d    pinners
9s 8d 7d    picong
9s 8d 9d    photofit
9s 8d 10d   pentace
9s 8d Jd    pearler
9s 8d Qd    patronne
9s 8d Kd    patagon
9s 8d As    partlet
9s 8d 2s    pagedale
9s 8d 3s    oxbows
9s 8d 4s    ovonics
9s 8d 5s    outgas
9s 8d 6s    ostiole
9s 8d 7s    norford
9s 8d 8s    nataline
9s 8d 10s   narghile
9s 8d Js    nancies
9s 8d Qs    nachusa
9s 8d Ks    mudding
9s 8d Ah    mooing
9s 8d 2h    mitogens
9s 8d 3h    mijnheer
9s 8d 4h    meuni
9s 8d 5h    melony
9s 8d 6h    meach
9s 8d 7h    masoner
9s 8d 8h    mascon
9s 8d 9h    manks
9s 8d 10h   mahau
9s 8d Jh    loupes
9s 8d Qh    lorded
9s 8d Kh    lofn
9s 9d Ac    locrine
9s 9d 2c    locknut
9s 9d 3c    lochlin
9s 9d 4c    lobola
9s 9d 5c    limply
9s 9d 6c    liassic
9s 9d 7c    krystin
9s 9d 8c    krispin
9s 9d 9c    kreistag
9s 9d 10c   kokas
9s 9d Jc    kissner
9s 9d Qc    khartum
9s 9d Kc    kekchi
9s 9d Ad    kangli
9s 9d 2d    kaftans
9s 9d 3d    jurymen
9s 9d 4d    jilting
9s 9d 5d    janene
9s 9d 6d    jackstay
9s 9d 7d    iobates
9s 9d 8d    infector
9s 9d 10d   hunner
9s 9d Jd    humfrid
9s 9d Qd    houlka
9s 9d Kd    hopeland
9s 9d As    hooted
9s 9d 2s    hihat
9s 9d 3s    herbed
9s 9d 4s    helonias
9s 9d 5s    hedone
9s 9d 6s    harmers
9s 9d 7s    hanch
9s 9d 8s    haloa
9s 9d 10s   hallah
9s 9d Js    gundalow
9s 9d Qs    grozer
9s 9d Ks    grike
9s 9d Ah    grenora
9s 9d 2h    gregoor
9s 9d 3h    gramling
9s 9d 4h    googins
9s 9d 5h    godheads
9s 9d 6h    gatter
9s 9d 7h    forlini
9s 9d 8h    foliaged
9s 9d 9h    flypasts
9s 9d 10h   floccus
9s 9d Jh    feps
9s 9d Qh    feedbag
9s 9d Kh    eyne
9s 10d Ac   expone
9s 10d 2c   exogeny
9s 10d 3c   esthonia
9s 10d 4c   errantly
9s 10d 5c   eretrian
9s 10d 6c   enovid
9s 10d 7c   enneagon
9s 10d 8c   endplay
9s 10d 9c   emeus
9s 10d 10c  eiders
9s 10d Jc   dosia
9s 10d Qc   dolts
9s 10d Kc   dogeship
9s 10d Ad   dockage
9s 10d 2d   dixies
9s 10d 3d   diketene
9s 10d 4d   derog
9s 10d 5d   deposal
9s 10d 6d   demotika
9s 10d 7d   deformer
9s 10d 8d   deckle
9s 10d 9d   daybooks
9s 10d Jd   dartman
9s 10d Qd   daroo
9s 10d Kd   dallying
9s 10d As   dadas
9s 10d 2s   cussed
9s 10d 3s   cusecs
9s 10d 4s   cupel
9s 10d 5s   cubera
9s 10d 6s   crappier
9s 10d 7s   cowslips
9s 10d 8s   copaiba
9s 10d 10s  cohune
9s 10d Js   coelia
9s 10d Qs   cleanout
9s 10d Ks   clame
9s 10d Ah   chunkier
9s 10d 2h   chasten
9s 10d 3h   charoset
9s 10d 4h   cestas
9s 10d 5h   cementon
9s 10d 6h   caulked
9s 10d 7h   catched
9s 10d 8h   cannily
9s 10d 9h   calantha
9s 10d 10h  cadrans
9s 10d Jh   byssal
9s 10d Qh   brotan
9s 10d Kh   brassie
9s Jd Ac    bpss
9s Jd 2c    bororoan
9s Jd 3c    borh
9s Jd 4c    bokchito
9s Jd 5c    boded
9s Jd 6c    blabbing
9s Jd 7c    binomen
9s Jd 8c    bidri
9s Jd 9c    bhalu
9s Jd 10c   besluit
9s Jd Jc    benedix
9s Jd Qc    belleeks
9s Jd Kc    beatas
9s Jd Ad    barbless
9s Jd 2d    bafo
9s Jd 3d    babongo
9s Jd 4d    averi
9s Jd 5d    ause
9s Jd 6d    arui
9s Jd 7d    ardel
9s Jd 8d    apterous
9s Jd 9d    apotome
9s Jd 10d   anuria
9s Jd Qd    amuze
9s Jd Kd    amirate
9s Jd As    amende
9s Jd 2s    ameline
9s Jd 3s    alterum
9s Jd 4s    alkalies
9s Jd 5s    algum
9s Jd 6s    alerter
9s Jd 7s    airparks
9s Jd 8s    agrement
9s Jd 10s   agars
9s Jd Js    afflatus
9s Jd Qs    aegialia
9s Jd Ks    adyge
9s Jd Ah    zonule
9s Jd 2h    zonate
9s Jd 3h    zizia
9s Jd 4h    zitter
9s Jd 5h    zecchin
9s Jd 6h    xosa
9s Jd 7h    wost
9s Jd 8h    worsts
9s Jd 9h    windway
9s Jd 10h   whackers
9s Jd Jh    wataga
9s Jd Qh    waldos
9s Jd Kh    waacs
9s Qd Ac    vulvitis
9s Qd 2c    viewster
9s Qd 3c    vendue
9s Qd 4c    urachus
9s Qd 5c    upstages
9s Qd 6c    unwarned
9s Qd 7c    untwist
9s Qd 8c    unfussy
9s Qd 9c    uneeda
9s Qd 10c   twitched
9s Qd Jc    tuyere
9s Qd Qc    trollop
9s Qd Kc    triality
9s Qd Ad    traffick
9s Qd 2d    tonnies
9s Qd 3d    tiltable
9s Qd 4d    ticul
9s Qd 5d    thuya
9s Qd 6d    thrip
9s Qd 7d    therms
9s Qd 8d    theer
9s Qd 9d    tetrodes
9s Qd 10d   tetonia
9s Qd Jd    taxine
9s Qd Kd    tarente
9s Qd As    tapen
9s Qd 2s    talaria
9s Qd 3s    surovy
9s Qd 4s    supat
9s Qd 5s    sulfinyl
9s Qd 6s    succahs
9s Qd 7s    subbass
9s Qd 8s    stumbler
9s Qd 10s   strifes
9s Qd Js    sterin
9s Qd Qs    statutum
9s Qd Ks    starlike
9s Qd Ah    springle
9s Qd 2h    spiting
9s Qd 3h    smur
9s Qd 4h    skirl
9s Qd 5h    sirdars
9s Qd 6h    sinnet
9s Qd 7h    sinfully
9s Qd 8h    sibbing
9s Qd 9h    sequoya
9s Qd 10h   sekere
9s Qd Jh    sarawan
9s Qd Qh    saging
